"id_del_pedido","fecha_del_pedido","fecha_de_envio","metodo_de_envio","id_del_cliente"
"MX-2024-137085",2024-06-29,2024-07-06,"Estándar","AR-11995"
"MX-2024-137099",2024-12-07,2024-12-10,"Urgente","LV-14320"
"MX-2024-137323",2024-11-14,2024-11-18,"Rápido","MG-19030"
"MX-2024-137344",2024-08-20,2024-08-20,"Mismo día","JC-13810"
"MX-2024-137449",2024-06-29,2024-06-30,"Urgente","NM-17725"
"MX-2024-137498",2024-09-09,2024-09-14,"Rápido","CB-17050"
"MX-2024-137505",2024-11-24,2024-11-24,"Mismo día","RS-11290"
"MX-2024-137596",2024-09-02,2024-09-07,"Estándar","KP-11335"
"MX-2024-137624",2024-11-10,2024-11-17,"Estándar","AJ-17320"
"MX-2024-138149",2024-06-29,2024-06-30,"Urgente","MR-21850"
"MX-2024-138156",2024-02-11,2024-02-14,"Urgente","BR-17260"
"MX-2024-138163",2024-11-17,2024-11-20,"Urgente","AH-21865"
"MX-2024-138289",2024-01-16,2024-01-18,"Rápido","EM-10540"
"MX-2024-138618",2024-12-01,2024-12-08,"Estándar","EM-17380"
"MX-2024-139437",2024-07-03,2024-07-08,"Estándar","CR-19585"
"MX-2024-140088",2024-05-28,2024-05-30,"Rápido","CL-18865"
"MX-2024-140298",2024-05-11,2024-05-17,"Estándar","LM-16120"
"MX-2024-140508",2024-09-18,2024-09-21,"Urgente","NJ-19060"
"MX-2024-140515",2024-03-19,2024-03-24,"Estándar","AR-14545"
"MX-2024-140676",2024-09-12,2024-09-15,"Urgente","AA-11080"
"MX-2024-140963",2024-06-10,2024-06-13,"Urgente","NM-18070"
"MX-2024-141082",2024-12-09,2024-12-13,"Estándar","HD-14380"
"MX-2024-141103",2024-07-30,2024-08-06,"Estándar","HP-15355"
"MX-2024-141425",2024-11-02,2024-11-06,"Rápido","BC-10825"
"MX-2024-141439",2024-11-26,2024-12-01,"Estándar","MS-21460"
"MX-2024-141481",2024-06-11,2024-06-14,"Urgente","RP-21925"
"MX-2024-141509",2024-09-29,2024-10-01,"Urgente","SB-20575"
"MX-2024-141531",2024-12-29,2025-01-02,"Estándar","LM-18435"
"MX-2024-141572",2024-05-28,2024-05-31,"Rápido","MC-17170"
"MX-2024-141929",2024-09-04,2024-09-08,"Estándar","FA-19285"
"MX-2024-141992",2024-06-19,2024-06-25,"Estándar","IC-14305"
"MX-2024-142090",2024-11-30,2024-12-07,"Estándar","BH-20380"
"MX-2024-142125",2024-10-21,2024-10-27,"Estándar","TA-15400"
"MX-2024-142461",2024-05-30,2024-06-03,"Rápido","DL-16480"
"MX-2024-143084",2024-03-18,2024-03-22,"Estándar","MB-11050"
"MX-2024-143175",2024-08-03,2024-08-06,"Rápido","TT-14515"
"MX-2024-143217",2024-11-11,2024-11-17,"Estándar","EV-12040"
"MX-2024-143252",2024-12-18,2024-12-24,"Estándar","LA-14800"
"MX-2024-143343",2024-06-10,2024-06-13,"Urgente","RC-11200"
"MX-2024-144113",2024-09-16,2024-09-20,"Estándar","HP-15355"
"MX-2024-144225",2024-09-30,2024-10-02,"Rápido","GF-12475"
"MX-2024-144365",2024-10-24,2024-10-30,"Estándar","HV-11950"
"MX-2024-144463",2024-01-01,2024-01-05,"Estándar","VC-20725"
"MX-2024-144638",2024-03-10,2024-03-14,"Estándar","FB-18115"
"MX-2024-144820",2024-10-03,2024-10-07,"Rápido","NE-16825"
"MX-2024-144883",2024-08-15,2024-08-19,"Estándar","VA-11350"
"MX-2024-144932",2024-04-14,2024-04-17,"Urgente","MM-10165"
"MX-2024-145037",2024-09-02,2024-09-07,"Rápido","GT-21055"
"MX-2024-145219",2024-12-24,2024-12-25,"Urgente","CM-19675"
"MX-2024-145443",2024-08-10,2024-08-15,"Rápido","AM-20695"
"MX-2024-145737",2024-09-15,2024-09-20,"Estándar","MM-10165"
"MX-2024-145772",2024-06-03,2024-06-07,"Estándar","UP-20140"
"MX-2024-145779",2024-05-06,2024-05-10,"Estándar","FT-13615"
"MX-2024-145807",2024-02-09,2024-02-13,"Estándar","LV-20170"
"MX-2024-146024",2024-03-02,2024-03-08,"Estándar","LV-20770"
"MX-2024-146213",2024-09-09,2024-09-14,"Estándar","LG-17605"
"MX-2024-146360",2024-04-23,2024-04-25,"Rápido","CG-20305"
"MX-2024-146458",2024-11-19,2024-11-22,"Rápido","EA-19435"
"MX-2024-146535",2024-11-24,2024-11-30,"Estándar","DC-14290"
"MX-2024-146626",2024-12-29,2025-01-05,"Estándar","RF-11135"
"MX-2024-147032",2024-07-31,2024-08-04,"Estándar","AB-16795"
"MX-2024-147354",2024-03-09,2024-03-13,"Estándar","EG-16315"
"MX-2024-147753",2024-03-05,2024-03-05,"Mismo día","BC-19075"
"MX-2024-147844",2024-05-02,2024-05-06,"Estándar","ED-13570"
"MX-2024-148362",2024-07-01,2024-07-08,"Estándar","BO-16285"
"MX-2024-148551",2024-01-12,2024-01-16,"Estándar","DS-13120"
"MX-2024-148642",2024-03-06,2024-03-12,"Estándar","DA-13540"
"MX-2024-148831",2024-10-13,2024-10-15,"Urgente","NJ-10210"
"MX-2024-148922",2024-12-10,2024-12-15,"Rápido","AS-20665"
"MX-2024-148985",2024-11-11,2024-11-15,"Rápido","AL-21190"
"MX-2024-149006",2024-12-06,2024-12-08,"Rápido","RV-11470"
"MX-2024-149076",2024-01-14,2024-01-19,"Estándar","DG-20335"
"MX-2024-149146",2024-10-12,2024-10-12,"Mismo día","JS-20320"
"MX-2024-149181",2024-05-08,2024-05-12,"Estándar","GC-17350"
"MX-2024-149559",2024-09-11,2024-09-12,"Mismo día","BO-16285"
"MX-2024-149699",2024-12-22,2024-12-24,"Urgente","EA-12115"
"MX-2024-150091",2024-10-12,2024-10-16,"Estándar","SE-18670"
"MX-2024-150189",2024-07-08,2024-07-10,"Urgente","DV-21790"
"MX-2024-150420",2024-06-03,2024-06-08,"Estándar","DV-14590"
"MX-2024-150504",2024-11-06,2024-11-12,"Estándar","QM-14845"
"MX-2024-150602",2024-02-09,2024-02-14,"Rápido","AL-17395"
"MX-2024-150609",2024-04-30,2024-05-04,"Estándar","TR-18565"
"MX-2024-150707",2024-10-14,2024-10-19,"Estándar","SB-13735"
"MX-2024-150847",2024-04-30,2024-05-06,"Estándar","AV-15490"
"MX-2024-151071",2024-04-25,2024-04-29,"Rápido","AT-18085"
"MX-2024-151127",2024-05-22,2024-05-25,"Urgente","LC-19615"
"MX-2024-151176",2024-02-13,2024-02-20,"Estándar","LB-20785"
"MX-2024-151211",2024-08-17,2024-08-23,"Estándar","VS-10120"
"MX-2024-151225",2024-10-27,2024-10-29,"Urgente","CV-15655"
"MX-2024-151596",2024-10-08,2024-10-11,"Urgente","MB-11050"
"MX-2024-151750",2024-01-01,2024-01-05,"Estándar","HP-15250"
"MX-2024-151799",2024-12-14,2024-12-18,"Estándar","LO-11170"
"MX-2024-151981",2024-08-06,2024-08-12,"Estándar","GM-14455"
"MX-2024-152002",2024-06-11,2024-06-11,"Mismo día","MC-13465"
"MX-2024-152135",2024-03-16,2024-03-18,"Rápido","LB-17650"
"MX-2024-152198",2024-09-09,2024-09-10,"Urgente","IB-16015"
"MX-2024-152275",2024-10-01,2024-10-08,"Estándar","CM-16630"
"MX-2024-152436",2024-12-08,2024-12-10,"Rápido","FB-11905"
"MX-2024-152583",2024-10-30,2024-10-30,"Mismo día","CV-19945"
"MX-2024-152702",2024-10-12,2024-10-16,"Estándar","JS-20710"
"MX-2024-152912",2024-11-09,2024-11-12,"Rápido","MO-11650"
"MX-2024-152933",2024-10-12,2024-10-16,"Estándar","LB-17650"
"MX-2024-152961",2024-01-15,2024-01-19,"Estándar","AA-20095"
"MX-2024-152968",2024-05-26,2024-05-30,"Estándar","TO-11785"
"MX-2024-153080",2024-05-22,2024-05-25,"Rápido","EH-13945"
"MX-2024-153227",2024-12-04,2024-12-06,"Urgente","NM-12250"
"MX-2024-153255",2024-09-03,2024-09-07,"Rápido","IV-15730"
"MX-2024-153738",2024-09-20,2024-09-22,"Urgente","AE-10270"
"MX-2024-154011",2024-06-19,2024-06-26,"Estándar","AB-13270"
"MX-2024-154121",2024-11-14,2024-11-18,"Estándar","RA-20260"
"MX-2024-154410",2024-10-21,2024-10-24,"Urgente","DC-17860"
"MX-2024-154501",2024-04-30,2024-05-05,"Estándar","EA-14035"
"MX-2024-154816",2024-11-06,2024-11-10,"Estándar","CL-21745"
"MX-2024-155047",2024-08-27,2024-08-30,"Urgente","HM-20110"
"MX-2024-155152",2024-07-07,2024-07-09,"Rápido","TS-17965"
"MX-2024-155292",2024-10-30,2024-11-01,"Urgente","HU-19810"
"MX-2024-155299",2024-06-08,2024-06-12,"Estándar","TN-13600"
"MX-2024-155425",2024-11-10,2024-11-11,"Urgente","RM-10600"
"MX-2024-155621",2024-11-08,2024-11-13,"Estándar","JD-16450"
"MX-2024-155705",2024-08-21,2024-08-23,"Rápido","NF-18385"
"MX-2024-155712",2024-03-02,2024-03-08,"Estándar","TV-16615"
"MX-2024-155740",2024-07-30,2024-08-02,"Urgente","HQ-21475"
"MX-2024-155880",2024-03-25,2024-03-31,"Estándar","OB-16150"
"MX-2024-155957",2024-11-26,2024-11-30,"Estándar","GO-12610"
"MX-2024-156391",2024-09-26,2024-09-28,"Urgente","LF-20155"
"MX-2024-156622",2024-11-23,2024-11-26,"Urgente","YA-15460"
"MX-2024-156664",2024-12-18,2024-12-23,"Estándar","RS-11290"
"MX-2024-156720",2024-12-30,2025-01-03,"Estándar","GD-15580"
"MX-2024-157112",2024-04-23,2024-04-26,"Urgente","NC-14650"
"MX-2024-157224",2024-09-14,2024-09-18,"Rápido","ED-16000"
"MX-2024-157448",2024-11-16,2024-11-20,"Estándar","ES-16885"
"MX-2024-157469",2024-12-02,2024-12-07,"Estándar","KP-14080"
"MX-2024-157980",2024-12-07,2024-12-09,"Urgente","MG-20395"
"MX-2024-158036",2024-09-08,2024-09-14,"Estándar","AA-13555"
"MX-2024-158344",2024-08-07,2024-08-11,"Estándar","GF-12475"
"MX-2024-158386",2024-10-16,2024-10-21,"Estándar","PT-11425"
"MX-2024-158407",2024-06-04,2024-06-10,"Estándar","DP-16990"
"MX-2024-158526",2024-12-29,2025-01-01,"Rápido","HC-16360"
"MX-2024-158740",2024-05-05,2024-05-10,"Estándar","BT-14260"
"MX-2024-158743",2024-10-20,2024-10-27,"Estándar","VC-15085"
"MX-2024-158946",2024-11-18,2024-11-23,"Estándar","PS-15220"
"MX-2024-159226",2024-04-25,2024-04-27,"Rápido","LC-19615"
"MX-2024-159352",2024-03-12,2024-03-17,"Estándar","OS-16585"
"MX-2024-159667",2024-11-09,2024-11-13,"Estándar","IC-19135"
"MX-2024-159688",2024-05-07,2024-05-12,"Estándar","AC-10060"
"MX-2024-160017",2024-09-28,2024-10-02,"Estándar","DB-20860"
"MX-2024-160087",2024-03-18,2024-03-22,"Estándar","MM-13780"
"MX-2024-160143",2024-03-31,2024-04-07,"Estándar","CD-14965"
"MX-2024-160325",2024-09-24,2024-09-24,"Mismo día","NM-11095"
"MX-2024-160661",2024-10-28,2024-11-01,"Estándar","AP-20830"
"MX-2024-160934",2024-01-15,2024-01-19,"Estándar","MS-21460"
"MX-2024-161172",2024-03-16,2024-03-16,"Mismo día","EM-20920"
"MX-2024-161193",2024-11-20,2024-11-26,"Estándar","OP-11680"
"MX-2024-161333",2024-02-02,2024-02-07,"Estándar","MN-15835"
"MX-2024-161557",2024-09-03,2024-09-08,"Estándar","IL-10900"
"MX-2024-161578",2024-12-16,2024-12-21,"Rápido","VV-19465"
"MX-2024-161809",2024-01-20,2024-01-26,"Estándar","DA-21100"
"MX-2024-161893",2024-01-23,2024-01-27,"Estándar","AA-14815"
"MX-2024-161935",2024-07-14,2024-07-18,"Estándar","MN-15835"
"MX-2024-162015",2024-07-11,2024-07-18,"Estándar","GA-16240"
"MX-2024-162068",2024-12-28,2024-12-31,"Rápido","AS-18745"
"MX-2024-162096",2024-11-10,2024-11-10,"Mismo día","AL-21190"
"MX-2024-162670",2024-12-23,2024-12-28,"Rápido","PL-18250"
"MX-2024-162691",2024-08-01,2024-08-07,"Estándar","SA-10045"
"MX-2024-163069",2024-08-18,2024-08-21,"Rápido","IM-19015"
"MX-2024-163188",2024-11-07,2024-11-07,"Mismo día","TD-14050"
"MX-2024-163300",2024-09-15,2024-09-21,"Estándar","RR-14020"
"MX-2024-163405",2024-12-21,2024-12-25,"Estándar","AA-11515"
"MX-2024-163510",2024-12-25,2024-12-28,"Rápido","PE-15955"
"MX-2024-163657",2024-09-02,2024-09-06,"Estándar","ER-15235"
"MX-2024-163902",2024-03-02,2024-03-08,"Estándar","EM-17380"
"MX-2024-164056",2024-04-29,2024-05-04,"Rápido","CC-14215"
"MX-2024-164112",2024-06-30,2024-07-04,"Estándar","IS-18460"
"MX-2024-164147",2024-02-02,2024-02-05,"Urgente","KP-13585"
"MX-2024-164168",2024-11-12,2024-11-18,"Estándar","RC-16975"
"MX-2024-164707",2024-02-18,2024-02-21,"Rápido","OG-12805"
"MX-2024-164959",2024-07-11,2024-07-15,"Estándar","KN-16390"
"MX-2024-165155",2024-09-21,2024-09-23,"Urgente","HR-11575"
"MX-2024-165603",2024-10-17,2024-10-19,"Rápido","UP-20140"
"MX-2024-165869",2024-07-31,2024-08-05,"Estándar","TT-17200"
"MX-2024-165904",2024-04-07,2024-04-11,"Estándar","AP-14770"
"MX-2024-166093",2024-08-17,2024-08-24,"Estándar","BE-19540"
"MX-2024-166142",2024-07-15,2024-07-19,"Estándar","BR-17260"
"MX-2024-166317",2024-09-22,2024-09-26,"Estándar","RD-15610"
"MX-2024-166499",2024-03-19,2024-03-20,"Urgente","CV-21805"
"MX-2024-166611",2024-03-28,2024-04-02,"Estándar","SP-12760"
"MX-2024-166919",2024-11-23,2024-11-27,"Estándar","NJ-10210"
"MX-2024-167003",2024-05-23,2024-05-29,"Estándar","EC-21820"
"MX-2024-167318",2024-07-26,2024-08-01,"Estándar","AR-14545"
"MX-2024-167395",2024-12-02,2024-12-04,"Urgente","AR-16720"
"MX-2024-167549",2024-07-25,2024-07-27,"Urgente","RB-14200"
"MX-2024-167920",2024-12-09,2024-12-12,"Rápido","MN-15835"
"MX-2024-168102",2024-04-24,2024-04-30,"Estándar","KS-12340"
"MX-2024-168116",2024-11-04,2024-11-04,"Mismo día","MG-14635"
"MX-2024-168228",2024-04-27,2024-04-29,"Urgente","IL-10915"
"MX-2024-168389",2024-12-11,2024-12-17,"Estándar","EC-13045"
"MX-2024-169005",2024-11-02,2024-11-06,"Estándar","LB-11035"
"MX-2024-169327",2024-09-02,2024-09-04,"Rápido","CB-17290"
"MX-2024-169362",2024-10-12,2024-10-15,"Urgente","DB-20860"
"MX-2024-169502",2024-08-28,2024-09-01,"Estándar","LB-17650"
"MX-2024-192314",2024-09-26,2024-10-01,"Rápido","FN-13215"
"NI-2021-100006",2021-09-07,2021-09-13,"Estándar","LR-13375"
"NI-2021-100328",2021-01-28,2021-02-03,"Estándar","AD-15340"
"NI-2021-100391",2021-05-25,2021-05-29,"Estándar","MM-11065"
"NI-2021-101364",2021-12-22,2021-12-26,"Estándar","ES-21025"
"NI-2021-101833",2021-11-17,2021-11-22,"Rápido","BT-14260"
"NI-2021-102008",2021-09-30,2021-10-04,"Estándar","SG-19915"
"NI-2021-103058",2021-07-23,2021-07-24,"Urgente","AE-10270"
"NI-2021-103219",2021-11-09,2021-11-13,"Estándar","DC-11215"
"NI-2021-103429",2021-05-30,2021-06-01,"Urgente","NE-16825"
"NI-2021-105151",2021-03-30,2021-03-31,"Urgente","CQ-20890"
"NI-2021-105872",2021-05-30,2021-06-06,"Estándar","HC-15160"
"NI-2021-107454",2021-11-02,2021-11-06,"Estándar","LC-19720"
"NI-2021-107524",2021-03-02,2021-03-08,"Estándar","KA-16705"
"NI-2021-109855",2021-09-01,2021-09-05,"Estándar","DA-16900"
"NI-2021-109904",2021-07-14,2021-07-17,"Rápido","PC-10975"
"NI-2021-110065",2021-08-05,2021-08-11,"Estándar","MC-20650"
"NI-2021-110639",2021-08-23,2021-08-23,"Mismo día","AZ-19495"
"NI-2021-111353",2021-11-29,2021-12-06,"Estándar","BS-19150"
"NI-2021-111773",2021-06-29,2021-07-03,"Estándar","FM-15625"
"NI-2021-112158",2021-12-02,2021-12-04,"Urgente","CS-13165"
"NI-2021-113887",2021-04-05,2021-04-07,"Urgente","CS-21550"
"NI-2021-113964",2021-09-23,2021-09-30,"Estándar","EA-16135"
"NI-2021-114517",2021-12-23,2021-12-27,"Estándar","BP-21235"
"NI-2021-116246",2021-09-12,2021-09-17,"Rápido","VO-17215"
"NI-2021-119032",2021-11-27,2021-12-03,"Estándar","AU-17770"
"NI-2021-119151",2021-11-25,2021-11-29,"Rápido","KD-18175"
"NI-2021-119977",2021-10-08,2021-10-13,"Rápido","PB-13690"
"NI-2021-121566",2021-06-30,2021-07-06,"Estándar","BR-11860"
"NI-2021-121573",2021-11-03,2021-11-07,"Estándar","AF-20605"
"NI-2021-124513",2021-09-21,2021-09-25,"Estándar","LF-20155"
"NI-2021-124856",2021-09-29,2021-10-03,"Rápido","MM-17005"
"NI-2021-125171",2021-09-03,2021-09-03,"Mismo día","TL-10390"
"NI-2021-125612",2021-08-03,2021-08-08,"Estándar","DC-11260"
"NI-2021-125997",2021-09-20,2021-09-23,"Urgente","GG-18220"
"NI-2021-127187",2021-12-04,2021-12-08,"Estándar","IL-12085"
"NI-2021-127691",2021-07-22,2021-07-27,"Estándar","HA-14065"
"NI-2021-127936",2021-09-02,2021-09-04,"Urgente","AP-12565"
"NI-2021-127964",2021-03-03,2021-03-08,"Estándar","NL-10720"
"NI-2021-130624",2021-06-21,2021-06-24,"Urgente","VM-21280"
"NI-2021-131800",2021-12-30,2022-01-04,"Estándar","AL-10960"
"NI-2021-132227",2021-11-04,2021-11-10,"Estándar","RA-20035"
"NI-2021-133305",2021-07-11,2021-07-15,"Estándar","JV-17455"
"NI-2021-134278",2021-07-06,2021-07-08,"Urgente","CA-13915"
"NI-2021-135881",2021-05-23,2021-05-27,"Estándar","FO-14710"
"NI-2021-137575",2021-08-06,2021-08-11,"Estándar","GB-21625"
"NI-2021-138100",2021-09-15,2021-09-20,"Estándar","TR-10315"
"NI-2021-138828",2021-09-02,2021-09-03,"Urgente","MR-16345"
"NI-2021-140396",2021-11-20,2021-11-25,"Estándar","CV-16330"
"NI-2021-141152",2021-09-16,2021-09-19,"Urgente","IS-19345"
"NI-2021-143707",2021-03-01,2021-03-05,"Estándar","AP-14770"
"NI-2021-145212",2021-09-13,2021-09-19,"Estándar","DG-12850"
"NI-2021-145541",2021-12-14,2021-12-21,"Estándar","VC-21400"
"NI-2021-146640",2021-06-30,2021-07-05,"Estándar","SC-14905"
"NI-2021-146815",2021-09-08,2021-09-13,"Estándar","SM-18955"
"NI-2021-146864",2021-12-22,2021-12-26,"Estándar","IG-11530"
"NI-2021-146990",2021-11-07,2021-11-08,"Urgente","NM-11095"
"NI-2021-147235",2021-03-24,2021-03-28,"Estándar","AT-11920"
"NI-2021-148488",2021-12-10,2021-12-15,"Estándar","AA-20005"
"NI-2021-148586",2021-03-25,2021-04-01,"Estándar","AL-10750"
"NI-2021-148838",2021-03-17,2021-03-21,"Estándar","KS-12340"
"NI-2021-150126",2021-07-27,2021-08-02,"Estándar","SA-10045"
"NI-2021-151946",2021-06-04,2021-06-09,"Estándar","BP-11440"
"NI-2021-154641",2021-08-11,2021-08-16,"Estándar","QG-16645"
"NI-2021-156160",2021-09-22,2021-09-29,"Estándar","UV-10090"
"NI-2021-157644",2021-12-31,2022-01-01,"Urgente","SS-10030"
"NI-2021-158337",2021-03-11,2021-03-14,"Rápido","ER-16525"
"NI-2021-159478",2021-09-30,2021-10-06,"Estándar","LA-17785"
"NI-2021-160766",2021-09-14,2021-09-14,"Mismo día","AA-13015"
"NI-2021-163412",2021-12-20,2021-12-23,"Rápido","CO-20950"
"NI-2021-163447",2021-12-27,2021-12-31,"Estándar","AL-21190"
"NI-2021-163559",2021-09-23,2021-09-28,"Rápido","AE-20530"
"NI-2021-164973",2021-11-04,2021-11-09,"Estándar","SN-18445"
"NI-2021-166891",2021-10-04,2021-10-06,"Urgente","OP-12220"
"NI-2021-166989",2021-11-14,2021-11-18,"Estándar","CM-19675"
"NI-2021-168130",2021-09-19,2021-09-19,"Mismo día","BS-11365"
"NI-2021-168473",2021-12-26,2022-01-01,"Estándar","EO-21520"
"NI-2021-169390",2021-02-07,2021-02-10,"Rápido","NM-12250"
"NI-2022-100454",2022-11-20,2022-11-25,"Estándar","MO-11650"
"NI-2022-102281",2022-10-12,2022-10-14,"Urgente","CO-17470"
"NI-2022-103177",2022-05-30,2022-06-01,"Urgente","MM-13780"
"NI-2022-103933",2022-09-25,2022-09-27,"Urgente","JM-12880"
"NI-2022-104185",2022-09-03,2022-09-08,"Rápido","TA-15400"
"NI-2022-105102",2022-09-15,2022-09-19,"Rápido","HR-11575"
"NI-2022-105361",2022-03-29,2022-04-04,"Estándar","EA-12115"
"NI-2022-105508",2022-09-24,2022-09-29,"Estándar","CG-15190"
"NI-2022-105599",2022-09-07,2022-09-07,"Mismo día","GA-17275"
"NI-2022-108588",2022-01-05,2022-01-10,"Estándar","CA-11695"
"NI-2022-108665",2022-07-06,2022-07-10,"Estándar","KM-16225"
"NI-2022-109015",2022-09-06,2022-09-12,"Estándar","VC-11590"
"NI-2022-109512",2022-03-05,2022-03-05,"Mismo día","LV-17185"
"NI-2022-110632",2022-03-17,2022-03-22,"Rápido","HR-14830"
"NI-2022-110667",2022-04-04,2022-04-08,"Estándar","DS-18595"
"NI-2022-110765",2022-10-16,2022-10-20,"Rápido","TS-17965"
"NI-2022-110814",2022-12-05,2022-12-09,"Rápido","BA-11635"
"NI-2022-111164",2022-04-11,2022-04-15,"Estándar","HM-20110"
"NI-2022-111458",2022-09-26,2022-09-30,"Estándar","HA-19165"
"NI-2022-112557",2022-04-25,2022-04-28,"Urgente","CA-15850"
"NI-2022-113145",2022-11-01,2022-11-05,"Estándar","JA-21670"
"NI-2022-113152",2022-12-25,2022-12-30,"Estándar","FM-15625"
"NI-2022-113740",2022-08-24,2022-08-28,"Rápido","BH-20380"
"NI-2022-114069",2022-07-13,2022-07-15,"Rápido","AR-18370"
"NI-2022-114811",2022-11-08,2022-11-08,"Mismo día","EC-16495"
"NI-2022-116512",2022-04-09,2022-04-14,"Estándar","CV-18100"
"NI-2022-116981",2022-03-26,2022-03-28,"Rápido","CO-20950"
"NI-2022-118227",2022-04-24,2022-04-28,"Estándar","AB-13270"
"NI-2022-120810",2022-07-23,2022-07-27,"Estándar","CS-21550"
"NI-2022-120915",2022-09-28,2022-10-03,"Rápido","CM-15445"
"NI-2022-122973",2022-07-18,2022-07-20,"Rápido","IM-19015"
"NI-2022-124268",2022-07-04,2022-07-08,"Estándar","LS-10180"
"NI-2022-124891",2022-07-31,2022-07-31,"Mismo día","AZ-19495"
"NI-2022-124933",2022-12-26,2022-12-30,"Rápido","MG-13135"
"NI-2022-126739",2022-11-01,2022-11-03,"Rápido","IC-16180"
"NI-2022-126977",2022-09-17,2022-09-23,"Estándar","AD-19120"
"NI-2022-127040",2022-12-06,2022-12-10,"Estándar","AF-20605"
"NI-2022-128013",2022-08-09,2022-08-16,"Estándar","PL-18250"
"NI-2022-129854",2022-08-22,2022-08-26,"Estándar","MM-19705"
"NI-2022-130659",2022-12-04,2022-12-09,"Rápido","DJ-17365"
"NI-2022-130855",2022-12-29,2023-01-05,"Estándar","ES-19840"
"NI-2022-130876",2022-05-12,2022-05-16,"Rápido","AL-10750"
"NI-2022-130995",2022-11-01,2022-11-06,"Estándar","AP-19255"
"NI-2022-131338",2022-08-09,2022-08-12,"Urgente","HC-18325"
"NI-2022-132080",2022-08-22,2022-08-25,"Urgente","DP-13105"
"NI-2022-132276",2022-02-23,2022-02-28,"Estándar","AL-16960"
"NI-2022-132465",2022-09-11,2022-09-15,"Rápido","AR-13525"
"NI-2022-133536",2022-03-28,2022-03-30,"Rápido","TG-15820"
"NI-2022-134271",2022-04-18,2022-04-23,"Rápido","GI-19735"
"NI-2022-135489",2022-09-19,2022-09-22,"Rápido","SG-14605"
"NI-2022-136658",2022-09-10,2022-09-17,"Estándar","PT-11425"
"NI-2022-137225",2022-12-15,2022-12-19,"Estándar","SP-15640"
"NI-2022-137897",2022-11-14,2022-11-19,"Estándar","HL-18835"
"NI-2022-137925",2022-11-30,2022-12-04,"Estándar","ER-15235"
"NI-2022-137960",2022-12-18,2022-12-18,"Mismo día","GG-18220"
"NI-2022-138919",2022-09-17,2022-09-21,"Estándar","RC-16975"
"NI-2022-138954",2022-11-15,2022-11-17,"Urgente","LA-17785"
"NI-2022-139584",2022-08-24,2022-08-28,"Estándar","JC-13810"
"NI-2022-140557",2022-09-07,2022-09-11,"Estándar","TN-21040"
"NI-2022-140984",2022-09-14,2022-09-18,"Estándar","IS-12685"
"NI-2022-141040",2022-10-09,2022-10-13,"Rápido","GD-21250"
"NI-2022-141684",2022-06-29,2022-07-04,"Estándar","GO-18055"
"NI-2022-141740",2022-11-01,2022-11-05,"Estándar","AV-15490"
"NI-2022-142020",2022-06-04,2022-06-08,"Rápido","JC-21535"
"NI-2022-142055",2022-05-08,2022-05-10,"Urgente","GC-10255"
"NI-2022-142475",2022-12-03,2022-12-07,"Estándar","IC-11380"
"NI-2022-142734",2022-04-16,2022-04-21,"Estándar","BJ-13345"
"NI-2022-143105",2022-12-10,2022-12-10,"Mismo día","JC-17560"
"NI-2022-143980",2022-12-25,2022-12-29,"Estándar","SP-15640"
"NI-2022-144253",2022-05-04,2022-05-09,"Rápido","EM-10225"
"NI-2022-144386",2022-11-05,2022-11-11,"Estándar","MG-14635"
"NI-2022-145758",2022-10-30,2022-10-30,"Mismo día","GV-11020"
"NI-2022-145814",2022-11-19,2022-11-24,"Estándar","MR-16345"
"NI-2022-147851",2022-12-03,2022-12-08,"Estándar","CO-17470"
"NI-2022-148712",2022-04-17,2022-04-23,"Estándar","VA-15535"
"NI-2022-150196",2022-07-02,2022-07-03,"Urgente","LA-20740"
"NI-2022-150231",2022-03-16,2022-03-20,"Rápido","SP-15640"
"NI-2022-150791",2022-09-06,2022-09-13,"Estándar","SO-12430"
"NI-2022-153283",2022-11-12,2022-11-18,"Estándar","GB-14110"
"NI-2022-153906",2022-03-16,2022-03-20,"Estándar","RS-17980"
"NI-2022-156524",2022-11-20,2022-11-26,"Estándar","AB-12865"
"NI-2022-156797",2022-08-11,2022-08-15,"Estándar","AG-19180"
"NI-2022-157154",2022-01-10,2022-01-15,"Estándar","FF-17920"
"NI-2022-159534",2022-03-20,2022-03-23,"Urgente","GM-13075"
"NI-2022-159590",2022-07-18,2022-07-21,"Urgente","KV-16255"
"NI-2022-160227",2022-11-02,2022-11-04,"Urgente","CL-13885"
"NI-2022-160857",2022-05-08,2022-05-15,"Estándar","RN-18400"
"NI-2022-161711",2022-11-28,2022-12-03,"Estándar","IG-17425"
"NI-2022-163762",2022-11-27,2022-12-01,"Estándar","NS-15475"
"NI-2022-163825",2022-06-16,2022-06-19,"Urgente","ES-16885"
"NI-2022-164084",2022-09-07,2022-09-12,"Estándar","AV-10525"
"NI-2022-164441",2022-11-08,2022-11-13,"Estándar","GJ-10450"
"NI-2022-164539",2022-11-16,2022-11-22,"Estándar","AG-19180"
"NI-2022-164623",2022-10-20,2022-10-22,"Urgente","AU-17770"
"NI-2022-165050",2022-12-07,2022-12-09,"Urgente","NJ-10210"
"NI-2022-165799",2022-06-29,2022-07-02,"Urgente","AB-20470"
"NI-2022-166464",2022-09-12,2022-09-17,"Estándar","DS-18895"
"NI-2022-166492",2022-04-07,2022-04-10,"Urgente","CS-19390"
